text,label
Yukos unit may be sold for \$4bn Yukos'  future is thrown into fresh doubt amid reports that Russia is planning to sell 77 of its key oil production unit for \$4bn by the end of November.,2
"Lion attacks Taiwanese man who jumps A lion mauled a man who jumped into its cage Wednesday at a zoo in Taiwan #39;s capital, yelling religious slogans. Cable TV stations captured the attack in which the man apparently escaped without being seriously injured.",0
"Schilling still may pitch for Boston against New York BOSTON -- With a balky ankle and tight shoes, Curt Schilling took the mound on Friday, throwing batting practice speed in the bullpen during a steady rain.",1
"Egypt and Israel Trade Prisoners, in Sign of Rising Cooperation Egypt released an Israeli who had been convicted of spying, and Israel freed six young Egyptian infiltrators from prison, in a sign of growing cooperation between the two nations.",0
"Oracle acquisition of PeopleSoft leads flurry of deals NEW YORK (CBS.MW) -- US stocks closed higher Monday, with the Dow Jones Industrial Average ending at its best level in more than nine months amid better-than-expected economic data and merger-related optimism.",2
Scientists Seek Better Way to Measure Rain (AP) AP - Meteorologists at North Carolina State University are working on a way to more accurately measure rainfall in small areas.,3
"Hungarian Weight Lifter and Hammer Champ Face Loss of Medals record-setting Hungarian weight lifter was in danger of losing his silver medal yesterday because he failed a drug test, a national Olympic committee spokesman said.",1
"Google Up in Market Debut After Bumpy IPO  NEW YORK/SEATTLE (Reuters) - Google Inc. shares made their  long-awaited stock market debut on Thursday, rising sharply to  \$100 after an initial public offering marked by missteps and  lackluster market conditions.",2
Miandad #39;s sniping runs true to form IT was a given that someone of influence within Pakistan cricket would seek to destabilise their national team before a ball was bowled in the Test series with Australia.,1
" quot;Overnight quot; solution of Kashmir issue not possible: Pakistan Islamabad: Stressing that an  quot;overnight quot; solution to the Kashmir issue was not possible, Pakistan on Friday said that the forthcoming meeting between President Pervez Musharraf and Prime Minister Manmohan Singh in New York was expected to take the ",0
"Stocks Open Lower as Oil Prices, 3M Weigh  NEW YORK (Reuters) - U.S. stocks opened lower on Monday as  oil prices held near \$55 a barrel and Dow component 3M Co.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MMM.N target=/stocks/quickinfo/fullquote""&gt;MMM.N&lt;/A&gt; posted results slightly below Wall Street estimates.",2
German car sector faces autumn of discontent FRANKFURT : Labour conflict looks set to boil over in the German automobile sector in the coming weeks as car makers such as Volkswagen and Opel seek to impose rigorous belt-tightening measures as an answer to chronically weak demand.,2
10-Year Treasury Yield Flirts with 4 Pct (Reuters) Reuters - U.S. Treasury yields hovered near\five-month lows on Wednesday as weaker stocks and higher oil\prices helped drive 10-year yields down to 4 percent.,2
"Clijsters sets for comeback Former world number one Kim Clijsters will make her long-awaited return to action after a five-month injury absence at this week #39;s Gaz de France Stars in Belgium, China Radio International reported on Monday.",1
"Licensing  #39;appeasement #39; triggered Longhorn change Microsoft wants to release its Longhorn client operating system in 2006 in order to  quot;appease quot; the customers that have bought into its Software Assurance licensing package, according to analyst Gartner.",3
"Ravens tailback likely to serve 2-6 months While the deal will not be announced until some time next week, Baltimore Ravens tailback Jamal Lewis has reached a tentative plea agreement that will allow him to avoid both ",1
"What a kid wants After tearing through the wrapping paper, Jim White, 17, of Decatur remembers Christina Aguilera #39;s face staring back at him from a CD cover.",3
"UN sees coming surge in domestic robots The use of robots around the home to mow lawns, vacuum floors, pull guard duty and perform other chores is set to surge sevenfold by 2007, says a new UN survey ",3
"Update 1: Six Flags Shares Up on Gates, Redskins Pressure from Microsoft chairman and shareholder Bill Gates over a sagging financial outlook and news that Washington Redskins owner Daniel Snyder has bought nearly 9 percent of Six Flags, Inc.",2
"N Korean leader's lover 'dead' The favourite consort of North Korean leader Kim Jong-il is rumoured to have died, according to media reports.",0
Dollar #39;s weakness sending US investors overseas Americans have been stepping up their international purchases of stocks and bonds as the dollar #39;s decline has accelerated and foreign investors have slowed their buying of securities in the United States.,2
"Gregan to tour with Wallabies The Wallabies have gained a massive boost with skipper George Gregan making himself available for the coming European rugby tour. The halfback, however, has left the door open to quit the tour should his son #39;s ",1
"U.K. PM Announces Plans for ID Cards (AP) AP - Prime Minister Tony Blair announced plans Monday to introduce high-tech biometric identity cards, saying they could be a significant means of fighting terrorism.",0
"Fast-Food Chains #39; Executive Is Appointed Chief of Kmart Less than 18 months after emerging from bankruptcy protection, Kmart announced yesterday that it was replacing its president and chief executive with an outsider whose background is in the fast-food restaurant business.",2
"Court Throws Out Hollinger Int'l Lawsuit  NEW YORK (Reuters) - A U.S. court on Friday dealt a blow to  Hollinger International Inc.'s &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=HLR.N target=/stocks/quickinfo/fullquote""&gt;HLR.N&lt;/A&gt; efforts to recover \$1.25  billion from ex-chairman Conrad Black and others, dismissing  its racketeering lawsuit against them.",2
"Sudan Resumes Peace Talks with Southern Rebels (Reuters) Reuters - Sudan's government and southern rebels\resumed talks on a final peace deal on Thursday amid fears that\tensions in the oil-producing south and the newer Darfur crisis\could plunge Africa's biggest country into chaos. Underscoring\the external pressures on Khartoum to end its 21-year-old\southern civil war, U.N. Secretary-General Kofi Annan's special\representative to Sudan, Jan Pronk, warned both sides not to\re-open previous agreements signed in May.",0
HDS Targets Virtualization with TagmaStore NEW YORKHitachi Data Systems Inc. unveiled Tuesday embedded virtualization layer technology that can aggregate up to 32 petabytes of internal and external storage into a single virtual storage pool and ,3
"China and Linux: Microsoft, Beware! While open-source software is new to the Middle Kingdom, Beijing is looking to change that. Red Hat CEO Matthew Szulik explains why.",3
"Sorrell:  #39;I #39;ll make Grey more profitable #39; Sir Martin Sorrell said today that Ed Meyer, the 77-year-old chairman of Grey Global, was ready to accept his advice on how to make the company he has just sold much more profitable.",2
Evolution trial lawyers make final pleas Lawyers fighting a court challenge of evolution disclaimers on textbooks told a federal judge in final arguments Friday that the goal was tolerance.,3
Zarqawis Al-Qaeda Allegiance Intelligence Work: Expert The alleged allegiance of Al-Tawheed wal Jihad group in Iraq to Al-Qaeda network of Osama Bin Laden pledged in an unverified statement ,0
"Unemployment drops in battleground states Unemployment declined last month in eight of 10 states that are hotly contested in the presidential race, including Ohio where job losses and a struggling economy have boosted Democrat John Kerry #39;s election hopes.",2
"Dollar Bounces; Eye on Data, Greenspan The dollar bounced off recent four-week lows against the euro and yen on Monday in thin August trade with investors focusing on US data and a speech by the Federal Reserve chief later in the week.",2
Sofia Breaks Through Cyber Gang Firewall The Bulgarian counterfeit master of Bill Gates-card has played a crucial role in the international cyber gang busted in seven countries earlier this week.,3
"UK bank mulls rival proposal for Man Utd The head of a British investment bank, Seymour Pierce, is considering a financial restructuring of Manchester United as a possible rival proposal to a planned takeover by US sports tycoon Malcolm Glazer, a British newspaper reported today.",1
'Zippy' chipper despite loss A couple of the somebodies around here are going to walk away from Flushing Meadow with a million bucks apiece in their petty cash stash. You can call them champ.,1
"Iraq Declares Martial Law, 23 Police Killed  FALLUJA, Iraq (Reuters) - Iraq's interim Prime Minister  Iyad Allawi declared martial law on Sunday and said a U.S.-led  military offensive against the rebel-held city of Falluja could  not be delayed much longer.",0
"Swainson: IBM Exec Seen As Next Computer Assoc. CEO The wild one. Computer Associates International (nyse: CA - news - people ) has named John Swainson as its new chief executive, reports say.",2
"Cool Mac stuff: What to give for the holidays Knowing that some Mac-heads can sometimes be hard to buy for, columnist Ryan Faas offers some gift ideas for the Mac fan in your life.",3
"Nader to Hit Swing States; Kerry Improves BOSTON - With polls showing a narrowing gap between President Bush and Sen. John Kerry, independent candidate Ralph Nader said Sunday that he planned to continue campaigning in key battleground states in the final month of the presidential election...",0
Ceasefire in Najaf helps to steady global oil prices World oil prices firmed on Friday after a five-session drop amid renewed concerns over unrest in Iraq despite a ceasefire in its holy city of Najaf.,2
Technical breakthrough boosts Broadband Britain Broadband should be available through 99.4 per cent of phone lines by next summer thanks to a technical breakthrough by BT. ,3
"Blogger Boss to Leave Google The co-founder of Blogger, one of the original Weblogging services and now owned by Google Inc., is leaving the company by the end of the week.",3
"Murali will take back world record from Warne: Ranatunga (AFP) AFP - Sri Lanka's World Cup-winning skipper Arjuna Ranatunga has congratulated his old foe Shane Warne on becoming the world's highest Test wicket-taker, but predicted his glory will be short-lived.",0
"Going extra innings Ten years ago, Bud Selig was commissioner of a sport shut down in a bitter labor dispute and headed for the darkest period in its long, illustrious history. ",1
"Prosecutors summon Yukos lawyer in latest move against the oil giant (Canadian Press) Canadian Press - MOSCOW (AP) - Prosecutors tightened the screws on Yukos on Monday, calling in the oil giant's top in-house lawyer for questioning after searching his office and apartment on the same day the company challenged a freeze on its subsidiaries' bank accounts.",0
"Cassini Snaps Photos of Saturn #39;s Moon This image taken by cameras on the US-European spacecraft Cassini on Sunday Oct. 24, 2004, reveals Saturn #39;s moon Titan #39;s bright  quot;continent-sized quot; terrain known as Xanadu.",3
Should Your Next Car Be New or Used? Used cars have a lot to offer -- if you know what you're doing.,2
1572 AD Explosion Supports Supernova Theory Hubble Space Telescope -- An international team of astronomers is announcing today that they have identified the probable surviving companion star to a titanic supernova explosion witnessed in the year 1572 by the great Danish astronomer Tycho Brahe and ,3
Nine die in Japan 'suicide pacts' Mass suicide is suspected after Japanese police find nine bodies in two groups near Tokyo.,3
"Holy DVD! &lt;i&gt;The Passion of the Christ&lt;/i&gt; is a hot DVD, even if the film studios were cast as doubting Thomas' understudies.",2
Browns Start Searches The Cleveland Browns have a few names in mind for both head coach and general manager with coordinators from Philadelphia and New England on the list.,1
"Shrek 3 not in cinemas before 2007 The third movie adventure of animated hero Shrek has been postponed, and will now reach cinema screens in May 2007. The Hollywood Reporter says that  #39;Shrek 3 #39; had been pencilled in by studio DreamWorks for a November 2006 release.",2
"Halliburton Posts Loss on Asbestos Charge &lt;p&gt;\&lt;/p&gt;&lt;p&gt; By Matt Daily&lt;/p&gt;&lt;p&gt; HOUSTON (Reuters) - Halliburton Co. &lt;HAL.N&gt;, the world's",2
Risk-all tactics in aim for glory MELBOURNE golfer David McKenzie today will try to duplicate the aggressive approach which netted a sensational eight-under 64 at Huntingdale yesterday.,1
"AT amp;T strikes VoIP deals with cable In an attempt to spark growth in its Net phone service, AT amp;T has turned to cable companies to pitch the technology to more consumers.",3
"Damascus feels Beirut #39;s ripple effect HE is jowly, uninspiring and favours shiny, wide-knotted ties. He has served for six quiet years as President, yet his modest proposal last week that he be re-elected was enough to unleash a constitutional and political crisis.",0
"ICANN Proceeds with .job and .mobi December 16, 2004 -- (WEB HOST INDUSTRY REVIEW) -- The Internet Corporation for Assigned Names and Numbers (icann.org) said earlier this week that it has moved its commercial and technical negotiations with the .",3
Real sells 3m tracks at a loss RealNetworks says it increased its share of the online music market after halving the price of tunes.,0
"Automated phishing on the rise, experts say Fraudsters are achieving higher levels of automation for phishing scams, using software tools and botnets to increase the reach of their work, according to the Anti-Phishing Working Group.",3
Vijay stalking the leaders in Atlanta Atlanta - The world #39;s top three golfers were all within striking distance of the leaders after the first round of the Tour Championship in Atlanta on Friday.,1
"Nikkei Ends Down for 2nd Day  TOKYO (Reuters) - Japan's Nikkei share average fell for a  second straight session on Tuesday, closing 0.99 percent lower  after the dollar's retreat below 103 yen put pressure on  exporters such as Sony Corp.",2
Motorsport: Solberg #39;s stage hat-trick PETTER SOLBERG and Welsh co-driver Phil Mills reeled in Wales Rally GB leader Sebastien Loeb with a stage win hat-trick yesterday.,1
"Blumenthal to testify before Congress about insurance laws (Hartford-AP, Nov. 15, 2004 10:20 PM) _ Attorney General Richard Blumenthal is heading to Washington tomorrow and says he plans to tell Congress to stay out of the insurance brokerage industry.",2
"NASA: Bush Stifles Global Warming Evidence (AP) AP - The Bush administration is trying to stifle scientific evidence of the dangers of global warming in an effort to keep the public uninformed, a NASA scientist said Tuesday night.",3
"Playing the Dating Game, DS-Style Though Sprung offers clever dialogue and a unique premise, the repetitive, simplistic gameplay ends the honeymoon early. Chris Kohler reviews the new game for the Nintendo DS.",3
"Deion Sanders Returns to NFL With Ravens (AP) AP - After three seasons away from the NFL, Deion Sanders signed with the Baltimore Ravens on Tuesday.",1
"Chirac, Blair Say Relations Not Strained French President Jacques Chirac and British Prime Minister Tony Blair maintained Thursday that relations between their countries were not strained by their disagreements over the Iraq war, as evidenced by their cooperation on a number of international ",0
No mistaking formula One way to compete with a team whose payroll is more than \$100 million dollars more than yours is to do all you can to make sure you're not going to beat yourself.,1
"China to Decide on Curbs After Aug Data (Reuters) Reuters - China will decide whether to ease or\tighten restrictions on credit and investment after reviewing\economic data for August due this month, central bank governor\Zhou Xiaochuan said on Monday.",2
"Scientists: Salmon Hatchery Policy Flawed (AP) AP - The proposed new federal policy for salmon hatcheries is based on a flawed reading of the Endangered Species Act, hindering efforts to restore wild salmon runs with hatchery fish, scientists say.",3
"Lukas Pulls Azeri Surprise D Wayne Lukas, the most successful trainer of all time at the Breeders Cup, caused a sensation today when he revealed 2002 Distaff winner and Horse of the Year Azeri will tackle Saturdays Breeders Cup Classic.",1
"Green Observes Holiday Dodgers first baseman Shawn Green will definitely sit out at least one game of a key weekend series against the Giants in observance of Yom Kippur, but will wait to make his final decision.",1
First contract signed with US companies at Havana Trade Fair US entrepreneurs participating in the Havana Trade Fair are planning to negotiate new sales of cattle and foodstuffs and hope to exceed the one billion dollars in total revenue they have ,2
No. 5 Florida St. Nips Wake Forest 20-17 (AP) AP - Xavier Beitia kicked a 22-yard field goal with 1:03 to play to help No. 5 Florida State pull off a surprisingly close 20-17 victory over Wake Forest on Saturday.,1
Wireless Networking FCC Gives Nod to Cingular-AT amp;T Wireless Merger The FCC #39;s wireless telecommunications bureau has recommended clearing Cingular #39;s buyout of AT amp;T Wireless with only minimal divestitures from the two companies.,3
"China #39;s Hu calls democracy  #39;blind alley #39; BEIJING China #39;s Communist Party chief, Hu Jintao, said Wednesday that Western-style democracy was a  quot;blind alley quot; for China and that the one-party state would fight power abuse and corruption by policing itself better.",0
"Koizumi Replaces Key Ministers Prime Minister Junichiro Koizumi reshuffled his cabinet on Monday, replacing several top ministers in an effort to boost his popularity, consolidate political support and quicken the pace of reforms in the world's second-largest economy.",0
Sunspot Grows to 20 Times Size of Earth (SPACE.com) SPACE.com - A sunspot group aimed squarely \  at Earth has grown to 20 times the size of our planet and has the potential \  to unleash a major solar storm.,3
Syria rejects Israeli threats Syria says Israeli threats to retaliate for Damascus #39; alleged complicity in Palestinian attacks that have killed 16 Israelis this week lack credibility.,0
"Sales chief ousted just over a year after being hired LOS ANGELES (CBS.MW) -- Following a wave of declining quarterly sales, Manugistics Group has fired its top sales and marketing executive a little more than a year after he was hired, the company disclosed in a regulatory filing Monday.",2
Pair tell of 'Falconio' sighting Two witnesses tell an Australian court they saw UK backpacker Peter Falconio more than a week after he disappeared.,0
"Serena marches on, Molik out Serena Williams marched into the third round of the US Open today, beating fellow American Lindsay Lee-Waters 6-4 6-3. The third seed, who again walked on to court wearing long black boots and a jewel-encrusted ",1
"Net firms: Don't tax Internet calling A century-old tariff should not be extended to Internet phone calls, the companies say.",3
"Softbank protests Japan's 3G cell phone market policy (AFP) AFP - Softbank Corp., Japan's largest Internet provider, complained that its plan to offer a new mobile phone service could be thwarted by the government's refusal to provide the necessary bandwidth.",3
"Siebel unveils SMB go-to-market strategy (InfoWorld) InfoWorld - After a year of pilots and trials, Siebel Systems jumped with both feet into the SMB market Tuesday, announcing a new approach to offer Siebel Professional CRM applications to SMBs (small and midsize businesses) -- companies with revenues up to about  #36;500 million.",3
Continental adds fees to some ticket purchases Continental Airlines said Wednesday that it was joining other US carriers in imposing new fees on tickets bought at US airport counters and reservation centers.,2
"Where #39;s the market for Sun #39;s pay-as-you-go? During his keynote at Oracle OpenWorld, Sun CEO Scott McNealy talked up the company #39;s pay-as-you-go strategy, which is one of the bigger ",3
"Possible Spurrier development could impact USC recruiting (Columbia) Nov. 18, 2004 - Former South Carolina Gamecock, New York Giant and Minnesota Vikings linebacker Corey Miller says the name Lou Holtz has helped South Carolina recruit football players.",1
Court rejects Chechnya acquittal A Russian court overturns the acquittal of four army officers accused of murdering six civilians in Chechnya.,0
China plane 'flew like drunkard' A plane which plunged into a frozen lake in China killing 54 people was flying erratically moments before it crashed.,0
Who #39;s Afraid of Kmart and Sears? Not Target LET #39;S assume that the merger of Kmart and Sears is exactly what it #39;s being sold as: a way to combine the remaining strengths of two well-known but struggling retailers.,2
"Study Shows Stability Systems Cut Crash Risk Vehicles with sensors that can, for example, automatically apply brakes are 41 percent less likely to get into single-vehicle crashes, which account for 60 percent of all fatal crashes, according to government statistics.",2
"Apple opens EU iTunes Music Store, Canada in Nov. (MacCentral) MacCentral - Shortly before Apple's special music event on Tuesday featuring Bono and The Edge from U2, the iTunes Music Store was updated with links to allow residents of nine new European countries to buy music online. In addition to the United States, the United Kingdom, France and Germany, iTunes now supports Austria, Belgium, Finland, Greece, Italy, Luxembourg, The Netherlands, Portugal and Spain. At long last, Apple also announced plans to bring the iTunes Music Store to Canada in November.",0
Prince Charles Hits Back at  #39;Out of Touch #39; Jibe Prince Charles will hit back on Monday at government accusations that he is old-fashioned and out of touch in his views on ordinary people #39;s aspirations.,0
"Analysts want Ambani brothers to come clean on the ownership issue &lt;b&gt;...&lt;/b&gt; Business India: Mumbai, Nov 25 : A rift between the Ambani brothers who run the country #39;s business conglomerate - the Reliance Group - today spilled into the board room of power utility Reliance Energy Ltd.",2
"Statement From Demos On The Last Fed Rate Hike of 2004  quot;While the increase in the Federal Reserve rate might benefit individuals with long term investments or saving, millions of households in our deficit-spending culture will only experience its many pitfalls.",2
